id	filename	md5	size	state
3fbedf8f-1841-4f6b-9507-9818ea6a5319	328b05a9-a7ee-4c1c-b1ad-8cab55f5ec1e.wxs.aliquot_ensemble_masked.maf.gz	b9566eb4a7ea8865d3bf45fa8333cd15	272074	released
f9f72272-704a-43c1-8fa4-78a8119b1d00	0f522067-2fc7-46f9-8f3c-e64f062573de.wxs.aliquot_ensemble_masked.maf.gz	006a00913ca749eb5ca382a5d0b4d8ca	21418	released
7db85afa-178b-4773-b0f9-f1ad8311386e	a5824fa5-cf45-436c-b58f-766338ecb165.wxs.aliquot_ensemble_masked.maf.gz	18b375a8a11d5ce1ebae6e140361224b	16818	released
b714a6c9-671d-4a6f-9e6b-9fa0fdb83918	1c160290-aad3-4da4-a0a3-f9904af6374b.wxs.aliquot_ensemble_masked.maf.gz	04d42e38736b036ed345133947d9b5dd	17199	released
ca596bd3-2013-4f80-9849-6d45fbc38be1	505dbecf-25b7-4df2-82dd-d145ba072598.wxs.aliquot_ensemble_masked.maf.gz	1477affc9b63b5ce7608f3d6effe4d6a	9638	released
57d496ce-3c5a-4964-b29f-767f9fbf344b	6c13ea10-b3df-4207-9001-f3b235220ee6.wxs.aliquot_ensemble_masked.maf.gz	b31b2bd83cc250e4a72d14a3ca201f71	17771	released
4f8feac1-f7af-4419-9acc-3a0dfab15896	37da3f44-087c-4e4f-8709-00b5d46a2d25.wxs.aliquot_ensemble_masked.maf.gz	b894fbb8a47aa6412e79aeba82b6ec47	7281	released
815e442a-bd79-4d9b-9a75-5a491965eb4c	88124e70-7c46-4ba7-b77f-e66536c14d60.wxs.aliquot_ensemble_masked.maf.gz	42009febb1cbd490697aa84a395c28bf	167713	released
a18d2c94-ed17-400f-898c-0c9019bfba69	c029c457-5912-49a4-a5da-4d3085c1739e.wxs.aliquot_ensemble_masked.maf.gz	b40cc7f96711a05ab5e10470fd8c8274	24901	released
09fee82d-b21b-41c6-8943-0171b3397c4a	3a69ef64-dd6e-42f4-8faf-88c02cc05959.wxs.aliquot_ensemble_masked.maf.gz	6c2c8b0097f873911a5ad83bff2bad2b	34635	released
28ed3413-e091-4e90-a651-1e92fe941a77	2ac187cd-702b-44b2-8f95-cee37548a620.wxs.aliquot_ensemble_masked.maf.gz	76906747fe63c8d7bcd31ad2737b4188	18411	released
a752cb84-a09f-44e1-9349-8446a576f29c	12fc4a1f-3e03-4a46-be6a-3ded0f7d53bf.wxs.aliquot_ensemble_masked.maf.gz	b6d5aacac182d6a66eeb50feab5c3707	21098	released
aa21cc31-5b1c-4518-b9fb-f6324d085b55	cf614539-8a4a-4849-a39e-6fc93695b449.wxs.aliquot_ensemble_masked.maf.gz	9e20addbe111196dd6d17d697bdeffb5	84783	released
ea14d4d7-b9db-4fc7-bc02-29ba9b18bd12	4f1a91bf-b811-4c37-bdce-b633ca82dc74.wxs.aliquot_ensemble_masked.maf.gz	12d10ea22c9f4983f255f28ef5491ef6	4801	released
ffb1e434-0de6-41ef-b88b-458b635a8e5e	c6a67a2f-87a2-447c-b59a-9b481f5b3581.wxs.aliquot_ensemble_masked.maf.gz	887669c290497520b16b577c8d61e42c	161057	released
048fdf6f-aa7f-431e-85ba-511770393d2c	c0beb184-a5ee-4c5e-a398-e3944778416b.wxs.aliquot_ensemble_masked.maf.gz	43ed6ccc4e5e15b968ef2ad60ccbc941	115080	released
b8926969-5788-4bf3-b919-50f143119e07	f9455c4d-0ba2-438b-b9a1-67077025ae0b.wxs.aliquot_ensemble_masked.maf.gz	e576cd5e055421bf88099c6a26fe4921	161806	released
5b8c75fe-95bf-4a3d-9cdb-a876933c2446	439de642-9710-4a81-8144-79b923d0a80a.wxs.aliquot_ensemble_masked.maf.gz	61ee1f8553213dc7238cc4bf8bad9610	361314	released
9f9bf753-9194-4cbb-8d82-01ecdd3d4553	dd94fbe5-256b-434a-a6e2-efe602779da1.wxs.aliquot_ensemble_masked.maf.gz	9295f3f186ca74491770d7a0ee27e883	97720	released
c4236831-c866-4440-8986-060c736cb97d	3b1c822e-efa5-4722-ae04-ab6fea6cf925.wxs.aliquot_ensemble_masked.maf.gz	6ebf979be47a819d749284d9bd1202c1	9212	released
95589667-4a3a-4121-9efe-63abedb4a788	210646d7-1edb-49e4-b46b-1852c172ce97.wxs.aliquot_ensemble_masked.maf.gz	bf3c180fbdb3c537f4922e5f32b77900	144092	released
cb1e9760-d51a-4eeb-b7d3-044568a83e2a	e1f491d8-dd57-40b8-924f-bfdb1d1176ac.wxs.aliquot_ensemble_masked.maf.gz	df1c0f9437b2577dbecc3d2b19369570	20282	released
37e783be-5980-4825-bd7b-6c2358fdca8e	fdf24973-4e98-405c-b877-1b04baae7d03.wxs.aliquot_ensemble_masked.maf.gz	f7a0f303092e62bdaad5ed6eac6e3271	129471	released
